OID,protein_name,panel,primary_literature_aligned_pathway_draft,secondary_literature_aligned_pathways_draft,all_literature_aligned_pathways_draft,current_rule_pathways,assignment_basis_summary,why_primary_pathway_draft,review_status,notes_for_reviewer,review_flag
OID00694,FASLG,Olink ONCOLOGY II(v.7004),Cell death / cellular stress / proteostasis,,Cell death / cellular stress / proteostasis,Apoptosis_cell_death_DNA_damage,"apoptosis, oxidative/redox/hypoxia stress, proteolysis, lysosome, autophagy, or proteostasis marker","FASLG is provisionally assigned to 'Cell death / cellular stress / proteostasis' because the StrokeCog paper reports cell death and stress-response proteins as elevated with worse mood, and stroke/cognitive-impairment literature supports oxidative and stress biology. Current rule pathways: Apoptosis_cell_death_DNA_damage.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID01107,FKBP1B,Olink ORGAN DAMAGE(v.3311),Cell death / cellular stress / proteostasis,,Cell death / cellular stress / proteostasis,Proteolysis_lysosome_autophagy_proteostasis,"apoptosis, oxidative/redox/hypoxia stress, proteolysis, lysosome, autophagy, or proteostasis marker","FKBP1B is provisionally assigned to 'Cell death / cellular stress / proteostasis' because the StrokeCog paper reports cell death and stress-response proteins as elevated with worse mood, and stroke/cognitive-impairment literature supports oxidative and stress biology. Current rule pathways: Proteolysis_lysosome_autophagy_proteostasis.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID01201,FKBP4,Olink METABOLISM(v.3403),Cell death / cellular stress / proteostasis,,Cell death / cellular stress / proteostasis,Proteolysis_lysosome_autophagy_proteostasis,"apoptosis, oxidative/redox/hypoxia stress, proteolysis, lysosome, autophagy, or proteostasis marker","FKBP4 is provisionally assigned to 'Cell death / cellular stress / proteostasis' because the StrokeCog paper reports cell death and stress-response proteins as elevated with worse mood, and stroke/cognitive-impairment literature supports oxidative and stress biology. Current rule pathways: Proteolysis_lysosome_autophagy_proteostasis.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID05220,FKBP5,Olink NEURO EXPLORATORY(v.3911),Cell death / cellular stress / proteostasis,,Cell death / cellular stress / proteostasis,Proteolysis_lysosome_autophagy_proteostasis,"apoptosis, oxidative/redox/hypoxia stress, proteolysis, lysosome, autophagy, or proteostasis marker","FKBP5 is provisionally assigned to 'Cell death / cellular stress / proteostasis' because the StrokeCog paper reports cell death and stress-response proteins as elevated with worse mood, and stroke/cognitive-impairment literature supports oxidative and stress biology. Current rule pathways: Proteolysis_lysosome_autophagy_proteostasis.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID05146,FKBP7,Olink NEURO EXPLORATORY(v.3911),Cell death / cellular stress / proteostasis,,Cell death / cellular stress / proteostasis,Proteolysis_lysosome_autophagy_proteostasis,"apoptosis, oxidative/redox/hypoxia stress, proteolysis, lysosome, autophagy, or proteostasis marker","FKBP7 is provisionally assigned to 'Cell death / cellular stress / proteostasis' because the StrokeCog paper reports cell death and stress-response proteins as elevated with worse mood, and stroke/cognitive-impairment literature supports oxidative and stress biology. Current rule pathways: Proteolysis_lysosome_autophagy_proteostasis.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID01065,FOXO1,Olink ORGAN DAMAGE(v.3311),Cell death / cellular stress / proteostasis,mTOR / MAPK / NF-kB / growth-survival signaling,Cell death / cellular stress / proteostasis; mTOR / MAPK / NF-kB / growth-survival signaling,Apoptosis_cell_death_DNA_damage; MAPK_PI3K_NFkB_cell_growth_survival,"apoptosis, oxidative/redox/hypoxia stress, proteolysis, lysosome, autophagy, or proteostasis marker","FOXO1 is provisionally assigned to 'Cell death / cellular stress / proteostasis' because the StrokeCog paper reports cell death and stress-response proteins as elevated with worse mood, and stroke/cognitive-impairment literature supports oxidative and stress biology. Current rule pathways: Apoptosis_cell_death_DNA_damage; MAPK_PI3K_NFkB_cell_growth_survival.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID05455,FOXO3,Olink ONCOLOGY III(v.4001),Cell death / cellular stress / proteostasis,mTOR / MAPK / NF-kB / growth-survival signaling,Cell death / cellular stress / proteostasis; mTOR / MAPK / NF-kB / growth-survival signaling,Apoptosis_cell_death_DNA_damage; MAPK_PI3K_NFkB_cell_growth_survival,"apoptosis, oxidative/redox/hypoxia stress, proteolysis, lysosome, autophagy, or proteostasis marker","FOXO3 is provisionally assigned to 'Cell death / cellular stress / proteostasis' because the StrokeCog paper reports cell death and stress-response proteins as elevated with worse mood, and stroke/cognitive-impairment literature supports oxidative and stress biology. Current rule pathways: Apoptosis_cell_death_DNA_damage; MAPK_PI3K_NFkB_cell_growth_survival.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID01433,FUCA1,Olink DEVELOPMENT(v.3511),Cell death / cellular stress / proteostasis,,Cell death / cellular stress / proteostasis,Proteolysis_lysosome_autophagy_proteostasis,"apoptosis, oxidative/redox/hypoxia stress, proteolysis, lysosome, autophagy, or proteostasis marker","FUCA1 is provisionally assigned to 'Cell death / cellular stress / proteostasis' because the StrokeCog paper reports cell death and stress-response proteins as elevated with worse mood, and stroke/cognitive-impairment literature supports oxidative and stress biology. Current rule pathways: Proteolysis_lysosome_autophagy_proteostasis.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID00688,FURIN,Olink ONCOLOGY II(v.7004),Cell death / cellular stress / proteostasis,,Cell death / cellular stress / proteostasis,Proteolysis_lysosome_autophagy_proteostasis,"apoptosis, oxidative/redox/hypoxia stress, proteolysis, lysosome, autophagy, or proteostasis marker","FURIN is provisionally assigned to 'Cell death / cellular stress / proteostasis' because the StrokeCog paper reports cell death and stress-response proteins as elevated with worse mood, and stroke/cognitive-impairment literature supports oxidative and stress biology. Current rule pathways: Proteolysis_lysosome_autophagy_proteostasis.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID00937,GLB1,Olink IMMUNE RESPONSE(v.3203),Cell death / cellular stress / proteostasis,,Cell death / cellular stress / proteostasis,Proteolysis_lysosome_autophagy_proteostasis,"apoptosis, oxidative/redox/hypoxia stress, proteolysis, lysosome, autophagy, or proteostasis marker","GLB1 is provisionally assigned to 'Cell death / cellular stress / proteostasis' because the StrokeCog paper reports cell death and stress-response proteins as elevated with worse mood, and stroke/cognitive-impairment literature supports oxidative and stress biology. Current rule pathways: Proteolysis_lysosome_autophagy_proteostasis.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID00419,GLO1,Olink CARDIOVASCULAR II(v.5006),Cell death / cellular stress / proteostasis,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,Cell death / cellular stress / proteostasis; Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,Metabolic_lipid_adipokine_energy; Oxidative_redox_hypoxia_stress,"apoptosis, oxidative/redox/hypoxia stress, proteolysis, lysosome, autophagy, or proteostasis marker","GLO1 is provisionally assigned to 'Cell death / cellular stress / proteostasis' because the StrokeCog paper reports cell death and stress-response proteins as elevated with worse mood, and stroke/cognitive-impairment literature supports oxidative and stress biology. Current rule pathways: Metabolic_lipid_adipokine_energy; Oxidative_redox_hypoxia_stress.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID01137,GLRX,Olink METABOLISM(v.3403),Cell death / cellular stress / proteostasis,,Cell death / cellular stress / proteostasis,Oxidative_redox_hypoxia_stress,"apoptosis, oxidative/redox/hypoxia stress, proteolysis, lysosome, autophagy, or proteostasis marker","GLRX is provisionally assigned to 'Cell death / cellular stress / proteostasis' because the StrokeCog paper reports cell death and stress-response proteins as elevated with worse mood, and stroke/cognitive-impairment literature supports oxidative and stress biology. Current rule pathways: Oxidative_redox_hypoxia_stress.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID05148,GSTP1,Olink NEURO EXPLORATORY(v.3911),Cell death / cellular stress / proteostasis,,Cell death / cellular stress / proteostasis,Oxidative_redox_hypoxia_stress,"apoptosis, oxidative/redox/hypoxia stress, proteolysis, lysosome, autophagy, or proteostasis marker","GSTP1 is provisionally assigned to 'Cell death / cellular stress / proteostasis' because the StrokeCog paper reports cell death and stress-response proteins as elevated with worse mood, and stroke/cognitive-impairment literature supports oxidative and stress biology. Current rule pathways: Oxidative_redox_hypoxia_stress.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID01463,GUSB,Olink DEVELOPMENT(v.3511),Cell death / cellular stress / proteostasis,,Cell death / cellular stress / proteostasis,Proteolysis_lysosome_autophagy_proteostasis,"apoptosis, oxidative/redox/hypoxia stress, proteolysis, lysosome, autophagy, or proteostasis marker","GUSB is provisionally assigned to 'Cell death / cellular stress / proteostasis' because the StrokeCog paper reports cell death and stress-response proteins as elevated with worse mood, and stroke/cognitive-impairment literature supports oxidative and stress biology. Current rule pathways: Proteolysis_lysosome_autophagy_proteostasis.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID00322,HAGH,Olink NEUROLOGY(v.8012),Cell death / cellular stress / proteostasis,,Cell death / cellular stress / proteostasis,Oxidative_redox_hypoxia_stress,"apoptosis, oxidative/redox/hypoxia stress, proteolysis, lysosome, autophagy, or proteostasis marker","HAGH is provisionally assigned to 'Cell death / cellular stress / proteostasis' because the StrokeCog paper reports cell death and stress-response proteins as elevated with worse mood, and stroke/cognitive-impairment literature supports oxidative and stress biology. Current rule pathways: Oxidative_redox_hypoxia_stress.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
